pair,timestamp,score,gross_r,net_r,exit_reason
USD/JPY,2021-09-23T11:00:00+00:00,76.54,1.5,1.4787,take_profit
USD/JPY,2021-09-23T13:00:00+00:00,76.33,0.6068,0.5979,time_exit
USD/JPY,2021-09-24T00:15:00+00:00,73.68,-0.1496,-0.1689,time_exit
USD/JPY,2021-09-24T06:00:00+00:00,78.3,0.5834,0.569,time_exit
USD/JPY,2021-09-24T09:30:00+00:00,74.76,1.5,1.4765,take_profit
EUR/USD,2021-09-24T11:00:00+00:00,71.66,-1.0,-1.0252,stop_loss
EUR/USD,2021-09-24T13:15:00+00:00,74.7,-0.2155,-0.2232,time_exit
USD/JPY,2021-09-24T13:30:00+00:00,76.15,0.271,0.2629,time_exit
USD/JPY,2021-09-24T15:15:00+00:00,75.64,-0.044,-0.0489,time_exit
GBP/USD,2021-09-24T18:00:00+00:00,73.57,0.0791,0.0603,time_exit
USD/JPY,2021-09-26T22:45:00+00:00,71.35,-1.0,-1.0328,stop_loss
USD/JPY,2021-09-27T00:45:00+00:00,75.56,-1.0,-1.0311,stop_loss
USD/JPY,2021-09-27T04:00:00+00:00,70.08,1.5,1.4813,take_profit
EUR/USD,2021-09-27T07:00:00+00:00,74.61,0.4913,0.4671,time_exit
GBP/USD,2021-09-27T07:45:00+00:00,70.91,-1.0,-1.062,stop_loss
USD/CAD,2021-09-27T09:15:00+00:00,70.64,-1.0,-1.074,stop_loss
USD/CAD,2021-09-27T10:15:00+00:00,71.85,-1.0,-1.0678,stop_loss
USD/JPY,2021-09-27T10:15:00+00:00,73.37,0.1647,0.1529,time_exit
USD/CAD,2021-09-27T14:30:00+00:00,71.69,0.242,0.2104,time_exit
EUR/USD,2021-09-27T16:45:00+00:00,74.51,1.5,1.4691,take_profit
USD/JPY,2021-09-27T19:30:00+00:00,75.68,1.5,1.4724,take_profit
EUR/USD,2021-09-28T01:00:00+00:00,71.07,-1.0,-1.025,stop_loss
USD/JPY,2021-09-28T03:00:00+00:00,75.57,1.1533,1.1407,time_exit
EUR/USD,2021-09-28T06:30:00+00:00,76.47,-0.0668,-0.0763,time_exit
GBP/USD,2021-09-28T09:45:00+00:00,71.04,1.5,1.4857,take_profit
EUR/USD,2021-09-28T15:45:00+00:00,75.43,-0.1848,-0.1936,time_exit
USD/CHF,2021-09-28T15:45:00+00:00,73.59,0.4548,0.4213,time_exit
USD/JPY,2021-09-28T19:00:00+00:00,73.89,-0.3096,-0.3205,time_exit
USD/JPY,2021-09-29T04:15:00+00:00,74.88,-1.0,-1.0178,stop_loss
EUR/USD,2021-09-29T07:00:00+00:00,75.81,1.5,1.4905,take_profit
GBP/USD,2021-09-29T07:15:00+00:00,75.21,1.5,1.453,take_profit
GBP/USD,2021-09-29T08:30:00+00:00,77.61,1.5,1.4886,take_profit
USD/JPY,2021-09-29T08:45:00+00:00,72.11,1.5,1.4838,take_profit
AUD/USD,2021-09-29T11:30:00+00:00,70.94,-1.0,-1.0879,stop_loss
USD/JPY,2021-09-29T12:30:00+00:00,74.98,1.187,1.1785,time_exit
USD/JPY,2021-09-30T04:45:00+00:00,72.99,-1.0,-1.0341,stop_loss
EUR/USD,2021-09-30T08:15:00+00:00,76.27,1.5,1.4675,take_profit
EUR/USD,2021-09-30T10:30:00+00:00,75.51,-0.2843,-0.2943,time_exit
USD/CHF,2021-09-30T10:30:00+00:00,75.44,-1.0,-1.0197,stop_loss
EUR/USD,2021-09-30T19:45:00+00:00,74.0,0.8334,0.8096,time_exit
EUR/USD,2021-10-01T01:15:00+00:00,75.39,-1.0,-1.0211,stop_loss
GBP/USD,2021-10-01T01:15:00+00:00,74.86,-1.0,-1.0273,stop_loss
EUR/USD,2021-10-01T07:45:00+00:00,76.63,-1.0,-1.0214,stop_loss
EUR/USD,2021-10-01T14:15:00+00:00,71.7,-1.0,-1.0242,stop_loss
USD/CAD,2021-10-01T18:15:00+00:00,73.35,-0.0803,-0.0937,time_exit
EUR/USD,2021-10-04T03:15:00+00:00,71.81,1.5,1.4649,take_profit
USD/JPY,2021-10-04T03:30:00+00:00,70.17,-1.0,-1.049,stop_loss
USD/JPY,2021-10-04T07:30:00+00:00,71.49,-1.0,-1.0309,stop_loss
EUR/USD,2021-10-04T08:30:00+00:00,70.08,-1.0,-1.0509,stop_loss
USD/JPY,2021-10-04T08:45:00+00:00,71.87,1.5,1.4605,take_profit
EUR/USD,2021-10-04T09:15:00+00:00,70.17,-1.0,-1.0252,stop_loss
GBP/USD,2021-10-04T09:45:00+00:00,76.72,0.6864,0.6642,time_exit
EUR/USD,2021-10-04T11:15:00+00:00,76.12,-0.3354,-0.3399,time_exit
USD/CHF,2021-10-04T11:15:00+00:00,70.09,1.5,1.465,take_profit
USD/CAD,2021-10-04T12:15:00+00:00,76.74,1.5,1.454,take_profit
USD/CAD,2021-10-04T14:00:00+00:00,73.02,-0.4557,-0.473,time_exit
AUD/USD,2021-10-04T14:15:00+00:00,73.23,-1.0,-1.0777,stop_loss
EUR/USD,2021-10-05T05:00:00+00:00,72.12,0.9623,0.94,time_exit
USD/CAD,2021-10-05T07:00:00+00:00,71.11,1.5,1.4622,take_profit
USD/JPY,2021-10-05T09:00:00+00:00,71.64,1.5,1.4809,take_profit
GBP/USD,2021-10-05T13:15:00+00:00,72.36,1.5,1.4529,take_profit
USD/JPY,2021-10-05T13:15:00+00:00,76.93,0.3143,0.3039,time_exit
AUD/USD,2021-10-05T14:00:00+00:00,73.93,0.3736,0.3178,time_exit
EUR/USD,2021-10-05T14:15:00+00:00,77.04,-1.0,-1.0105,stop_loss
USD/CAD,2021-10-05T14:30:00+00:00,74.48,-0.566,-0.5872,time_exit
GBP/USD,2021-10-05T15:45:00+00:00,70.09,0.7111,0.6799,time_exit
EUR/USD,2021-10-06T00:30:00+00:00,73.7,1.5,1.4876,take_profit
USD/JPY,2021-10-06T03:45:00+00:00,73.78,-1.0,-1.0295,stop_loss
EUR/USD,2021-10-06T06:15:00+00:00,74.26,1.5,1.4942,take_profit
GBP/USD,2021-10-06T07:45:00+00:00,73.34,0.1223,0.1091,time_exit
EUR/USD,2021-10-06T09:15:00+00:00,74.57,-0.0977,-0.1017,time_exit
USD/JPY,2021-10-06T09:15:00+00:00,71.89,-1.0,-1.0345,stop_loss
USD/JPY,2021-10-06T16:30:00+00:00,75.17,0.2668,0.2519,time_exit
USD/JPY,2021-10-07T08:45:00+00:00,76.04,0.8098,0.7999,time_exit
USD/CAD,2021-10-07T14:00:00+00:00,73.03,0.6925,0.6473,time_exit
GBP/USD,2021-10-07T15:00:00+00:00,76.18,-0.1971,-0.2145,time_exit
AUD/USD,2021-10-07T16:00:00+00:00,73.6,0.1371,0.1135,time_exit
EUR/USD,2021-10-07T16:00:00+00:00,70.78,0.0257,0.0064,time_exit
USD/JPY,2021-10-07T18:00:00+00:00,75.26,0.7641,0.7521,time_exit
USD/JPY,2021-10-08T02:30:00+00:00,73.81,-0.3015,-0.3154,time_exit
USD/JPY,2021-10-08T03:15:00+00:00,73.54,-0.3269,-0.3408,time_exit
EUR/USD,2021-10-08T05:00:00+00:00,71.39,-1.0,-1.0476,stop_loss
GBP/USD,2021-10-08T12:45:00+00:00,74.76,-0.4033,-0.4134,time_exit
USD/CAD,2021-10-08T12:45:00+00:00,71.61,0.4939,0.4722,time_exit
USD/JPY,2021-10-08T13:45:00+00:00,70.26,1.1368,1.1287,time_exit
USD/CHF,2021-10-08T18:00:00+00:00,70.27,-1.0,-1.0653,stop_loss
GBP/USD,2021-10-11T01:45:00+00:00,74.92,-0.4572,-0.4764,time_exit
USD/JPY,2021-10-11T03:00:00+00:00,74.77,0.6461,0.6375,time_exit
USD/CAD,2021-10-11T07:15:00+00:00,74.26,-1.0,-1.0675,stop_loss
AUD/USD,2021-10-11T10:00:00+00:00,71.59,1.5,1.4068,take_profit
AUD/USD,2021-10-11T12:30:00+00:00,70.41,1.5,1.429,take_profit
AUD/USD,2021-10-11T14:15:00+00:00,71.54,-0.6899,-0.7281,time_exit
USD/JPY,2021-10-11T19:00:00+00:00,75.7,-0.0758,-0.0997,time_exit
EUR/USD,2021-10-11T20:00:00+00:00,80.2,-0.6457,-0.6525,time_exit
USD/JPY,2021-10-12T04:15:00+00:00,77.35,-1.0,-1.0299,stop_loss
USD/JPY,2021-10-12T07:00:00+00:00,74.07,1.5,1.4592,take_profit
EUR/USD,2021-10-12T07:15:00+00:00,73.28,-1.0,-1.0494,stop_loss
USD/JPY,2021-10-12T09:00:00+00:00,76.46,0.5228,0.5158,time_exit
EUR/USD,2021-10-12T09:15:00+00:00,74.33,1.5,1.4734,take_profit
USD/CAD,2021-10-12T10:00:00+00:00,73.28,-1.0,-1.0731,stop_loss
EUR/USD,2021-10-12T12:45:00+00:00,73.54,0.5885,0.5776,time_exit
USD/CAD,2021-10-12T13:00:00+00:00,70.18,1.5,1.4197,take_profit
USD/CAD,2021-10-12T15:30:00+00:00,73.44,-0.345,-0.3833,time_exit
USD/JPY,2021-10-12T18:15:00+00:00,74.44,-1.0,-1.0413,stop_loss
USD/JPY,2021-10-13T02:30:00+00:00,73.94,1.5,1.4741,take_profit
USD/JPY,2021-10-13T07:30:00+00:00,77.27,-1.0,-1.0112,stop_loss
USD/CAD,2021-10-13T08:15:00+00:00,71.28,-1.0,-1.0415,stop_loss
GBP/USD,2021-10-13T10:15:00+00:00,73.63,-1.0,-1.0312,stop_loss
GBP/USD,2021-10-13T13:30:00+00:00,70.34,0.4892,0.4731,time_exit
USD/JPY,2021-10-13T14:00:00+00:00,71.81,-1.0,-1.0273,stop_loss
USD/JPY,2021-10-13T15:00:00+00:00,71.32,-1.0,-1.0199,stop_loss
USD/JPY,2021-10-14T02:00:00+00:00,76.41,-0.5015,-0.5155,time_exit
USD/CHF,2021-10-14T06:15:00+00:00,70.52,-0.8603,-0.8924,time_exit
EUR/USD,2021-10-14T07:15:00+00:00,74.76,-1.0,-1.0127,stop_loss
GBP/USD,2021-10-14T07:30:00+00:00,71.42,-0.1673,-0.1942,time_exit
USD/JPY,2021-10-14T11:30:00+00:00,73.94,1.5,1.4734,take_profit
USD/JPY,2021-10-14T13:45:00+00:00,77.85,0.42,0.4032,time_exit
EUR/USD,2021-10-14T15:00:00+00:00,70.75,0.3622,0.3415,time_exit
GBP/USD,2021-10-14T16:45:00+00:00,71.84,-0.504,-0.5328,time_exit
USD/CAD,2021-10-14T16:45:00+00:00,74.24,-0.3924,-0.4394,time_exit
USD/JPY,2021-10-15T02:15:00+00:00,77.86,1.5,1.4727,take_profit
USD/JPY,2021-10-15T05:30:00+00:00,77.12,0.5648,0.5613,time_exit
GBP/USD,2021-10-15T07:30:00+00:00,72.02,0.8567,0.8434,time_exit
EUR/USD,2021-10-15T13:15:00+00:00,71.45,-0.0964,-0.1144,time_exit
GBP/USD,2021-10-15T16:45:00+00:00,78.55,-0.8445,-0.8718,time_exit
USD/JPY,2021-10-15T17:00:00+00:00,74.0,-0.7914,-0.8038,time_exit
USD/CHF,2021-10-15T19:45:00+00:00,75.49,-1.0,-1.0446,stop_loss
USD/JPY,2021-10-18T02:30:00+00:00,72.98,1.5,1.4804,take_profit
USD/JPY,2021-10-18T03:45:00+00:00,75.74,-0.1265,-0.1366,time_exit
USD/JPY,2021-10-18T13:00:00+00:00,74.86,0.0896,0.0738,time_exit
GBP/USD,2021-10-18T15:00:00+00:00,76.02,-0.7488,-0.7651,time_exit
USD/CAD,2021-10-18T16:00:00+00:00,75.11,-0.0389,-0.07,time_exit
EUR/USD,2021-10-19T01:45:00+00:00,71.69,1.0585,1.0435,time_exit
USD/JPY,2021-10-19T02:00:00+00:00,70.17,-1.0,-1.0183,stop_loss
GBP/USD,2021-10-19T10:00:00+00:00,76.5,-0.3775,-0.396,time_exit
EUR/USD,2021-10-19T11:00:00+00:00,76.77,-1.0,-1.0112,stop_loss
EUR/USD,2021-10-19T13:45:00+00:00,74.97,-1.0,-1.0245,stop_loss
EUR/USD,2021-10-19T16:30:00+00:00,74.46,1.1947,1.1653,time_exit
USD/JPY,2021-10-20T00:30:00+00:00,75.73,-1.0,-1.0084,stop_loss
EUR/USD,2021-10-20T01:45:00+00:00,76.44,-1.0,-1.0194,stop_loss
EUR/USD,2021-10-20T07:30:00+00:00,71.59,-1.0,-1.0029,stop_loss
USD/JPY,2021-10-20T08:00:00+00:00,70.77,-1.0,-1.0273,stop_loss
GBP/USD,2021-10-20T12:30:00+00:00,73.71,1.5,1.4841,take_profit
USD/CAD,2021-10-20T12:45:00+00:00,72.27,-1.0,-1.0847,stop_loss
AUD/USD,2021-10-20T14:45:00+00:00,73.81,0.4029,0.3627,time_exit
USD/CAD,2021-10-20T14:45:00+00:00,74.34,-0.0507,-0.0706,time_exit
EUR/USD,2021-10-20T16:45:00+00:00,76.8,0.2264,0.2171,time_exit
GBP/USD,2021-10-20T18:45:00+00:00,72.3,-0.0022,-0.012,time_exit
AUD/USD,2021-10-21T01:45:00+00:00,71.33,-1.0,-1.0362,stop_loss
EUR/USD,2021-10-21T02:00:00+00:00,73.22,-1.0,-1.0215,stop_loss
EUR/USD,2021-10-21T08:45:00+00:00,70.05,-1.0,-1.0374,stop_loss
GBP/USD,2021-10-21T10:45:00+00:00,70.07,-1.0,-1.0394,stop_loss
EUR/USD,2021-10-21T12:30:00+00:00,71.52,-1.0,-1.0291,stop_loss
EUR/USD,2021-10-21T17:30:00+00:00,71.0,-1.0,-1.0239,stop_loss
USD/JPY,2021-10-22T14:30:00+00:00,70.47,1.5,1.4767,take_profit
EUR/USD,2021-10-22T18:30:00+00:00,71.25,1.5,1.4814,take_profit
EUR/USD,2021-10-25T03:30:00+00:00,71.05,-1.0,-1.016,stop_loss
AUD/USD,2021-10-25T14:00:00+00:00,72.51,0.0168,-0.0927,time_exit
GBP/USD,2021-10-25T15:30:00+00:00,70.22,0.8516,0.8326,time_exit
USD/CAD,2021-10-25T16:30:00+00:00,73.7,-0.4973,-0.5341,time_exit
USD/JPY,2021-10-26T05:15:00+00:00,73.41,1.5,1.4874,take_profit
AUD/USD,2021-10-26T13:00:00+00:00,73.36,-1.0,-1.0657,stop_loss
USD/JPY,2021-10-26T14:00:00+00:00,79.05,-0.1857,-0.1945,time_exit
AUD/USD,2021-10-26T16:45:00+00:00,70.34,1.5,1.4022,take_profit
EUR/USD,2021-10-26T19:30:00+00:00,73.04,1.5,1.455,take_profit
USD/JPY,2021-10-27T07:45:00+00:00,70.29,0.226,0.2105,time_exit
EUR/USD,2021-10-27T09:15:00+00:00,71.81,-1.0,-1.0079,stop_loss
AUD/USD,2021-10-27T12:15:00+00:00,72.11,-0.078,-0.1231,time_exit
USD/CHF,2021-10-27T12:30:00+00:00,70.13,-0.0718,-0.1026,time_exit
EUR/USD,2021-10-28T00:15:00+00:00,72.82,-1.0,-1.0168,stop_loss
EUR/USD,2021-10-28T06:30:00+00:00,70.4,-1.0,-1.0144,stop_loss
EUR/USD,2021-10-28T09:45:00+00:00,72.26,-1.0,-1.0086,stop_loss
USD/JPY,2021-10-28T10:00:00+00:00,72.29,1.5,1.4592,take_profit
AUD/USD,2021-10-28T12:00:00+00:00,73.76,1.5,1.438,take_profit
GBP/USD,2021-10-28T13:00:00+00:00,70.24,-1.0,-1.0535,stop_loss
USD/JPY,2021-10-28T13:45:00+00:00,75.81,-0.3726,-0.3835,time_exit
USD/JPY,2021-11-01T00:00:00+00:00,76.94,0.0792,0.0625,time_exit
USD/JPY,2021-11-01T09:30:00+00:00,77.29,-1.0,-1.0379,stop_loss
GBP/USD,2021-11-02T09:45:00+00:00,77.31,0.6058,0.575,time_exit
EUR/USD,2021-11-02T18:45:00+00:00,78.05,-0.0874,-0.1165,time_exit
EUR/USD,2021-11-04T10:45:00+00:00,75.52,-0.3133,-0.3195,time_exit
GBP/USD,2021-11-08T08:30:00+00:00,76.16,-1.0,-1.0387,stop_loss
USD/JPY,2021-11-09T01:30:00+00:00,76.93,1.5,1.4896,take_profit
GBP/USD,2021-11-10T11:15:00+00:00,77.03,1.5,1.4823,take_profit
EUR/USD,2021-11-11T08:15:00+00:00,78.11,0.1096,0.0969,time_exit
USD/CHF,2021-11-11T09:45:00+00:00,75.75,0.1332,0.1017,time_exit
EUR/USD,2021-11-11T17:30:00+00:00,79.75,0.4289,0.4163,time_exit
GBP/USD,2021-11-11T17:30:00+00:00,79.81,0.4056,0.3705,time_exit
USD/CHF,2021-11-11T19:00:00+00:00,77.98,0.025,-0.025,time_exit
EUR/USD,2021-11-12T09:00:00+00:00,76.19,-1.0,-1.0296,stop_loss
EUR/USD,2021-11-12T15:30:00+00:00,76.61,-0.0359,-0.0575,time_exit
GBP/USD,2021-11-12T15:45:00+00:00,75.32,-1.0,-1.0317,stop_loss
EUR/USD,2021-11-15T11:00:00+00:00,76.87,1.5,1.4798,take_profit
USD/CHF,2021-11-15T15:15:00+00:00,76.58,1.5,1.4384,take_profit
EUR/USD,2021-11-15T15:45:00+00:00,76.53,1.5,1.4895,take_profit
EUR/USD,2021-11-15T20:30:00+00:00,75.82,-0.1474,-0.1498,time_exit
USD/JPY,2021-11-16T01:45:00+00:00,76.65,-0.2478,-0.2614,time_exit
EUR/USD,2021-11-16T09:30:00+00:00,77.99,1.5,1.4857,take_profit
USD/JPY,2021-11-17T09:00:00+00:00,75.25,-1.0,-1.0549,stop_loss
EUR/USD,2021-11-17T12:45:00+00:00,75.39,1.5,1.4662,take_profit
USD/JPY,2021-11-17T12:45:00+00:00,75.65,-1.0,-1.0398,stop_loss
USD/CHF,2021-11-17T13:30:00+00:00,75.07,-1.0,-1.0786,stop_loss
EUR/USD,2021-11-17T14:00:00+00:00,81.05,-0.5023,-0.5111,time_exit
AUD/USD,2021-11-18T13:30:00+00:00,75.3,-0.3541,-0.3984,time_exit
USD/CAD,2021-11-18T13:45:00+00:00,75.58,-0.6269,-0.6631,time_exit
USD/CAD,2021-11-19T13:00:00+00:00,74.22,-1.0,-1.0425,stop_loss
GBP/USD,2021-11-19T19:15:00+00:00,72.01,0.3966,0.3562,time_exit
AUD/USD,2021-11-19T19:30:00+00:00,70.84,-0.6001,-0.6519,time_exit
USD/CAD,2021-11-19T20:00:00+00:00,74.21,-0.4015,-0.4399,time_exit
EUR/USD,2021-11-19T21:00:00+00:00,70.5,0.6549,0.6388,time_exit
USD/CHF,2021-11-22T02:00:00+00:00,71.63,-1.0,-1.0712,stop_loss
EUR/USD,2021-11-22T06:15:00+00:00,71.46,-1.0,-1.0373,stop_loss
GBP/USD,2021-11-22T08:15:00+00:00,75.8,0.5951,0.5652,time_exit
EUR/USD,2021-11-22T10:45:00+00:00,72.02,1.5,1.4673,take_profit
EUR/USD,2021-11-22T12:00:00+00:00,77.42,1.5,1.4762,take_profit
USD/JPY,2021-11-22T13:15:00+00:00,71.43,1.5,1.468,take_profit
USD/CAD,2021-11-22T14:00:00+00:00,72.63,1.5,1.4567,take_profit
EUR/USD,2021-11-22T14:15:00+00:00,78.51,0.0971,0.0911,time_exit
USD/JPY,2021-11-22T14:15:00+00:00,71.25,0.3285,0.3236,time_exit
GBP/USD,2021-11-22T17:30:00+00:00,74.92,0.2465,0.2152,time_exit
USD/JPY,2021-11-23T02:30:00+00:00,72.7,-1.0,-1.0153,stop_loss
GBP/USD,2021-11-23T02:45:00+00:00,74.62,-1.0,-1.0417,stop_loss
USD/CAD,2021-11-23T03:45:00+00:00,70.03,1.5,1.4369,take_profit
GBP/USD,2021-11-23T08:00:00+00:00,75.56,-0.108,-0.1419,time_exit
USD/CAD,2021-11-23T08:15:00+00:00,77.72,-1.0,-1.0501,stop_loss
EUR/USD,2021-11-23T09:30:00+00:00,74.16,1.5,1.478,take_profit
USD/CHF,2021-11-23T11:30:00+00:00,74.05,0.2118,0.1759,time_exit
AUD/USD,2021-11-23T11:45:00+00:00,70.81,-0.5581,-0.6263,time_exit
USD/JPY,2021-11-23T12:30:00+00:00,78.17,0.264,0.2492,time_exit
EUR/USD,2021-11-23T12:45:00+00:00,79.35,-1.0,-1.0066,stop_loss
USD/CAD,2021-11-23T15:00:00+00:00,73.73,-1.0,-1.0489,stop_loss
EUR/USD,2021-11-23T17:00:00+00:00,72.6,1.5,1.4776,take_profit
GBP/USD,2021-11-23T17:45:00+00:00,74.63,-0.0486,-0.0911,time_exit
EUR/USD,2021-11-24T00:00:00+00:00,71.46,-1.0,-1.0377,stop_loss
AUD/USD,2021-11-24T04:30:00+00:00,70.25,-1.0,-1.046,stop_loss
USD/JPY,2021-11-24T05:15:00+00:00,73.95,-1.0,-1.0456,stop_loss
USD/JPY,2021-11-24T06:15:00+00:00,71.5,-1.0,-1.0429,stop_loss
USD/JPY,2021-11-24T07:45:00+00:00,73.87,1.5,1.4585,take_profit
EUR/USD,2021-11-24T08:15:00+00:00,77.18,1.5,1.469,take_profit
EUR/USD,2021-11-24T09:00:00+00:00,79.68,1.5,1.4885,take_profit
USD/JPY,2021-11-24T09:00:00+00:00,77.75,-1.0,-1.0325,stop_loss
USD/CHF,2021-11-24T10:00:00+00:00,75.11,-0.4892,-0.5185,time_exit
USD/JPY,2021-11-24T10:00:00+00:00,78.16,1.5,1.4816,take_profit
USD/CAD,2021-11-24T11:00:00+00:00,71.6,-1.0,-1.0459,stop_loss
GBP/USD,2021-11-24T13:00:00+00:00,75.59,0.7805,0.7547,time_exit
AUD/USD,2021-11-24T13:45:00+00:00,73.63,0.0086,-0.0388,time_exit
EUR/USD,2021-11-24T14:15:00+00:00,79.13,-0.2529,-0.2615,time_exit
USD/JPY,2021-11-24T14:15:00+00:00,78.6,0.3813,0.3646,time_exit
EUR/USD,2021-11-25T08:00:00+00:00,70.71,-1.0,-1.047,stop_loss
EUR/USD,2021-11-25T09:00:00+00:00,71.96,-1.0,-1.0551,stop_loss
GBP/USD,2021-11-25T10:30:00+00:00,74.64,-0.0241,-0.0542,time_exit
GBP/USD,2021-11-26T16:45:00+00:00,73.67,-1.0,-1.0264,stop_loss
USD/JPY,2021-11-29T07:00:00+00:00,71.19,-1.0,-1.017,stop_loss
USD/CHF,2021-11-29T08:15:00+00:00,71.61,1.5,1.4285,take_profit
USD/CHF,2021-11-29T09:30:00+00:00,74.12,0.1032,0.0742,time_exit
EUR/USD,2021-11-29T14:00:00+00:00,70.22,1.5,1.4756,take_profit
GBP/USD,2021-11-29T14:00:00+00:00,75.58,0.045,0.0253,time_exit
AUD/USD,2021-11-29T15:00:00+00:00,75.5,-0.5824,-0.6301,time_exit
USD/CAD,2021-11-29T15:15:00+00:00,74.77,-0.6337,-0.6549,time_exit
USD/CHF,2021-11-29T18:45:00+00:00,74.63,1.5,1.4313,take_profit
USD/JPY,2021-11-30T00:30:00+00:00,71.75,1.5,1.4522,take_profit
USD/JPY,2021-11-30T02:15:00+00:00,76.45,1.5,1.4799,take_profit
USD/JPY,2021-11-30T05:30:00+00:00,74.93,0.7274,0.7187,time_exit
EUR/USD,2021-11-30T06:45:00+00:00,70.04,-1.0,-1.0342,stop_loss
EUR/USD,2021-11-30T08:00:00+00:00,72.82,1.5,1.4849,take_profit
USD/CHF,2021-11-30T09:30:00+00:00,71.71,-1.0,-1.0199,stop_loss
USD/CAD,2021-11-30T14:45:00+00:00,70.61,1.5,1.4565,take_profit
USD/JPY,2021-11-30T20:00:00+00:00,72.04,-1.0,-1.0202,stop_loss
EUR/USD,2021-12-01T00:00:00+00:00,73.65,-1.0,-1.0083,stop_loss
USD/CHF,2021-12-01T07:15:00+00:00,70.13,1.5,1.4243,take_profit
USD/CHF,2021-12-01T08:15:00+00:00,71.35,-1.0,-1.0922,stop_loss
USD/CHF,2021-12-01T09:00:00+00:00,71.32,1.5,1.4378,take_profit
EUR/USD,2021-12-01T09:15:00+00:00,70.76,-1.0,-1.0242,stop_loss
USD/CHF,2021-12-01T10:15:00+00:00,73.91,-1.0,-1.0464,stop_loss
EUR/USD,2021-12-01T13:15:00+00:00,71.65,1.5,1.473,take_profit
USD/JPY,2021-12-01T13:30:00+00:00,80.91,1.5,1.492,take_profit
USD/CHF,2021-12-01T14:00:00+00:00,72.71,-1.0,-1.0579,stop_loss
EUR/USD,2021-12-01T14:45:00+00:00,75.25,-0.7527,-0.764,time_exit
USD/CAD,2021-12-01T15:00:00+00:00,73.22,-1.0,-1.0269,stop_loss
USD/JPY,2021-12-01T15:15:00+00:00,76.5,0.0653,0.051,time_exit
USD/CHF,2021-12-01T16:15:00+00:00,70.82,-0.014,-0.077,time_exit
GBP/USD,2021-12-01T19:00:00+00:00,70.54,-0.3756,-0.3952,time_exit
USD/JPY,2021-12-02T01:00:00+00:00,71.56,-1.0,-1.0195,stop_loss
USD/JPY,2021-12-02T06:15:00+00:00,70.21,-1.0,-1.0363,stop_loss
USD/CHF,2021-12-02T09:45:00+00:00,70.68,1.5,1.4316,take_profit
USD/JPY,2021-12-02T10:15:00+00:00,76.47,-0.4386,-0.4522,time_exit
EUR/USD,2021-12-02T11:00:00+00:00,76.61,-1.0,-1.0063,stop_loss
AUD/USD,2021-12-02T12:15:00+00:00,73.41,-1.0,-1.0584,stop_loss
USD/CHF,2021-12-02T12:45:00+00:00,75.07,-1.0,-1.0777,stop_loss
USD/CAD,2021-12-02T13:00:00+00:00,71.89,-1.0,-1.0464,stop_loss
USD/CAD,2021-12-02T15:00:00+00:00,74.99,0.0848,0.0388,time_exit
AUD/USD,2021-12-02T15:30:00+00:00,73.12,1.054,0.9793,time_exit
EUR/USD,2021-12-02T16:30:00+00:00,71.38,-1.0,-1.0232,stop_loss
USD/JPY,2021-12-03T00:00:00+00:00,71.23,-1.0,-1.0244,stop_loss
AUD/USD,2021-12-03T09:15:00+00:00,72.31,-1.0,-1.0503,stop_loss
USD/CAD,2021-12-03T10:15:00+00:00,73.08,-1.0,-1.04,stop_loss
GBP/USD,2021-12-03T11:15:00+00:00,73.29,-1.0,-1.03,stop_loss
GBP/USD,2021-12-03T14:00:00+00:00,74.18,1.5,1.463,take_profit
AUD/USD,2021-12-03T14:30:00+00:00,70.52,0.3202,0.2935,time_exit
EUR/USD,2021-12-03T15:15:00+00:00,71.53,-0.4677,-0.4708,time_exit
USD/CHF,2021-12-03T16:00:00+00:00,73.11,1.5,1.4417,take_profit
USD/JPY,2021-12-03T18:45:00+00:00,73.25,-0.3702,-0.3741,time_exit
GBP/USD,2021-12-06T00:30:00+00:00,72.83,-1.0,-1.0555,stop_loss
EUR/USD,2021-12-06T07:00:00+00:00,71.9,-1.0,-1.0246,stop_loss
AUD/USD,2021-12-06T09:45:00+00:00,71.17,-1.0,-1.0584,stop_loss
EUR/USD,2021-12-06T10:45:00+00:00,76.54,1.5,1.4708,take_profit
USD/CHF,2021-12-06T15:00:00+00:00,71.64,0.657,0.6226,time_exit
EUR/USD,2021-12-06T16:00:00+00:00,75.45,-0.082,-0.0908,time_exit
USD/JPY,2021-12-06T16:15:00+00:00,71.4,-0.7696,-0.7922,time_exit
USD/CAD,2021-12-07T16:00:00+00:00,74.16,0.3283,0.3067,time_exit
EUR/USD,2021-12-07T18:15:00+00:00,76.53,-1.0,-1.0264,stop_loss
EUR/USD,2021-12-08T08:30:00+00:00,70.61,-1.0,-1.0268,stop_loss
USD/CHF,2021-12-08T08:45:00+00:00,70.87,-1.0,-1.0423,stop_loss
USD/CAD,2021-12-08T09:45:00+00:00,72.92,-1.0,-1.0273,stop_loss
EUR/USD,2021-12-08T11:45:00+00:00,72.08,1.5,1.4801,take_profit
USD/CAD,2021-12-08T16:30:00+00:00,70.89,-0.3868,-0.4439,time_exit
USD/JPY,2021-12-08T18:45:00+00:00,71.72,0.4363,0.4125,time_exit
USD/CHF,2021-12-08T19:15:00+00:00,72.08,-0.0239,-0.0425,time_exit
EUR/USD,2021-12-08T21:00:00+00:00,74.27,-0.6661,-0.6699,time_exit
